chrome,file:///C:/Users/trzeb/Documents/R_working_dir/wykres.svg,,1,2025-05-09T23:43:01.109876Z
chrome,https://duckduckgo.com/?q=arduino+pinout&ia=web,arduino pinout at DuckDuckGo,2,2025-04-16T19:11:07.325992Z
chrome,https://docs.arduino.cc/software/ide/,Arduino IDE | Arduino Documentation,2,2025-04-16T19:10:58.954790Z
chrome,https://docs.arduino.cc/software/ide-v2/tutorials/ide-v2-autocomplete-feature/,The Autocomplete Feature | Arduino Documentation,1,2025-04-16T19:09:22.616849Z
chrome,https://docs.arduino.cc/software/ide-v2/tutorials/ide-v2-autocomplete-feature,,1,2025-04-16T19:09:22.276981Z
chrome,https://docs.arduino.cc/software/,Software | Arduino Documentation,1,2025-04-16T19:09:08.035444Z
chrome,https://www.arduino.cc/,Arduino - Home,2,2025-04-16T19:09:04.381845Z
chrome,https://arduino.cc/,Arduino - Home,1,2025-04-16T19:08:59.306417Z
chrome,https://duckduckgo.com/?q=arduino+pinout&ia=images&iax=images,arduino pinout at DuckDuckGo,1,2025-04-16T19:08:51.971748Z
chrome,https://duckduckgo.com/?q=arduino+pinout&ia=images&iax=images&iai=https%3A%2F%2Fcdn.hackaday.io%2Fimages%2F5482241606598412201.jpg,arduino pinout at DuckDuckGo,2,2025-04-16T19:05:46.411876Z
chrome,https://duckduckgo.com/?q=arduino+pinout,arduino pinout at DuckDuckGo,1,2025-04-16T19:05:44.003312Z
chrome,https://www.arduino.cc/en/software/download-thank-you,Download thank you | Arduino,1,2025-04-16T18:57:13.170376Z
chrome,https://www.arduino.cc/en/donate/newsletter,Download Arduino IDE & support its progress | Arduino,1,2025-04-16T18:57:09.150772Z
chrome,https://www.arduino.cc/en/donate/,Download Arduino IDE & support its progress | Arduino,1,2025-04-16T18:57:05.224986Z
chrome,https://www.arduino.cc/en/software/,Software | Arduino,2,2025-04-16T18:56:55.623869Z
chrome,https://duckduckgo.com/?q=arduino+ide+download&ia=web,arduino ide download at DuckDuckGo,2,2025-04-16T18:56:51.258351Z
chrome,https://duckduckgo.com/?q=arduino+ide+download,arduino ide download at DuckDuckGo,1,2025-04-16T18:56:48.682982Z
chrome,https://www.youtube.com/watch?v=2kcDXBHBFQ0&t=6201s,"Wielka Debata Prezydencka 2025 –ostre starcia, mocne słowa, gorące pytania! - YouTube",1,2025-04-15T02:21:46.777121Z
chrome,https://youtu.be/2kcDXBHBFQ0?si=nDM5xPrfANx2SJU7&t=6201,"Wielka Debata Prezydencka 2025 –ostre starcia, mocne słowa, gorące pytania! - YouTube",1,2025-04-15T02:21:45.694885Z
chrome,https://www.youtube.com/watch?si=nDM5xPrfANx2SJU7&t=6201&v=2kcDXBHBFQ0&feature=youtu.be,"Wielka Debata Prezydencka 2025 –ostre starcia, mocne słowa, gorące pytania! - YouTube",1,2025-04-15T02:21:45.694885Z
chrome,https://www.youtube.com/watch?v=2kcDXBHBFQ0,"Wielka Debata Prezydencka 2025 –ostre starcia, mocne słowa, gorące pytania! - YouTube",2,2025-04-15T02:20:59.703431Z
chrome,https://www.youtube.com/watch?v=2kcDXBHBFQ0&themeRefresh=1,"Wielka Debata Prezydencka 2025 –ostre starcia, mocne słowa, gorące pytania! - YouTube",1,2025-04-15T02:20:57.699666Z
chrome,https://googlechromelabs.github.io/chrome-for-testing/#stable,Chrome for Testing availability,3,2025-04-07T11:22:03.568656Z
chrome,https://googlechromelabs.github.io/chrome-for-testing/,Chrome for Testing availability,1,2025-04-07T11:18:32.190658Z
chrome,https://developer.chrome.com/docs/chromedriver?hl=pl,Czym jest ChromeDriver?  |  Chrome for Developers,2,2025-04-07T11:18:32.137699Z
chrome,https://developer.chrome.com/docs/chromedriver/downloads?hl=pl,Pobieranie  |  ChromeDriver  |  Chrome for Developers,2,2025-04-07T11:17:42.009512Z
chrome,https://developer.chrome.com/docs/chromedriver/downloads,Pobieranie  |  ChromeDriver  |  Chrome for Developers,1,2025-04-07T11:17:24.844731Z
chrome,https://duckduckgo.com/?q=chromedriver&ia=web,chromedriver at DuckDuckGo,2,2025-04-07T11:17:24.035116Z
chrome,https://duckduckgo.com/?q=chromedriver,chromedriver at DuckDuckGo,1,2025-04-07T11:16:24.707312Z
